ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S1414-753X2006000200004-scl","Integração da participação no processo de tomada de decisão referente a projectos de engenharia","Lima, Herlander Mata, Vasconcelos, Lia","Ambiente &amp; Sociedade; 9(2); 71-82","Ambiente &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000200004&lang=pt" 
"S1414-753X2006000200006-scl","Rastros de um rio urbano: cidade comunicada, cidade percebida","Duarte, Fábio","Ambiente &amp; Sociedade; 9(2); 105-122","Ambiente &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000200006&lang=pt" 
"S1414-753X2006000200007-scl","Qualidade de vida na cidade de Palmas - TO: uma análise através de indicadores habitacionais e ambientais urbanos","Kran, Faida, Ferreira, Frederico Poley Martins","Ambiente &amp; Sociedade; 9(2); 123-141","Ambiente &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000200007&lang=pt" 
"S1414-753X2006000200008-scl","Aspectos do licenciamento ambiental da carcinicultura na APA do Delta do Parnaíba","Araripe, Hamilton Gondim de Alencar, Lopes, João Batista, Bastos, Maria Eugênia Gonçalves","Ambiente &amp; Sociedade; 9(2); 143-173","Ambiente &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000200008&lang=pt" 
"S1414-753X2006000200009-scl","Desafios futuros: de uma análise da genética e biotecnologia na imprensa portuguesa durante o biénio 1994/5 para novas tecnologias nas sociedades actuais","Lima, Maria Alexandra V. Abreu","Ambiente &amp; Sociedade; 9(2); 175-197","Ambiente &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000200009&lang=pt" 
"S1414-753X2006000200010-scl","Colapso: como as sociedades escolhem o sucesso ou o fracasso","Hanazaki, Natalia","Ambiente &amp; Sociedade; 9(2); 199-201","Ambiente &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000200010&lang=pt" 
"S1414-753X2006000200005-scl","Gestão integrada e participativa da pesca artesanal: potencialidades e obstáculos no litoral do estado de Santa Catarina","Rebouças, Gabriel Nunes Maia, Filardi, Ana Carla Leão, Vieira, Paulo Freire","Ambiente &amp; Sociedade; 9(2); 83-104","Ambiente &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000200005&lang=pt" 
"S1414-753X2006000200001-scl","Environmental issues, interdisciplinarity, social theory and intellectual production in Latin America","Ferreira, Leila da Costa, Barbosa, Sônia Regina Cal Seixas, Hoefel, João Luiz de Moraes, Guimarães, Roberto, Floriani, Dimas, Tavolaro, Sergio B. F.","Ambiente &amp; Sociedade; 9(2); 9-24","Ambiente &amp; Sociedade","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000200001&lang=pt" 
"S1414-753X2006000100002-scl","Use and misuse of the concepts of tradition and property rights in the conservation of natural resources in the atlantic forest (Brazil)","Castro, Fábio de, Siqueira, Andréa D., Brondízio, Eduardo S., Ferreira, Lúcia C.","Ambiente &amp; Sociedade; 9(1); 23-39","Ambiente &amp; Sociedade","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000100002&lang=pt" 
"S1414-753X2006000100003-scl","Evolução das tipologias e categorias de áreas protegidas no Brasil","Medeiros, Rodrigo","Ambiente &amp; Sociedade; 9(1); 41-64","Ambiente &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000100003&lang=pt" 
"S1414-753X2006000100005-scl","Transgênicos e percepção pública da ciência no Brasil","Guivant, Julia S.","Ambiente &amp; Sociedade; 9(1); 81-103","Ambiente &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000100005&lang=pt" 
"S1414-753X2006000100006-scl","Para uma imaginação sociológica da ecologia: uma análise do pensamento de Anthony Giddens","Lenzi, Cristiano Luis","Ambiente &amp; Sociedade; 9(1); 105-126","Ambiente &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000100006&lang=pt" 
"S1414-753X2006000100007-scl","Racionalidade com compromisso: os assentados do Ribeirão Bonito (Teodoro Sampaio - SP) e o projeto de conservação ambiental","Costa, Rosangela Calado da, Futemma, Célia Regina Tomiko","Ambiente &amp; Sociedade; 9(1); 127-148","Ambiente &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000100007&lang=pt" 
"S1414-753X2006000100008-scl","Análise ambiental: estudo bioclimático urbano em centro histórico","Araújo, Bianca Carla Dantas de, Caram, Rosana","Ambiente &amp; Sociedade; 9(1); 149-167","Ambiente &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000100008&lang=pt" 
"S1414-753X2006000100009-scl","A questão ambiental urbana no programa de saúde da família: avaliação da estratégia ambiental numa política pública de saúde","Ianni, Aurea Maria Zöllner, Quitério, Luiz Antonio Dias","Ambiente &amp; Sociedade; 9(1); 169-180","Ambiente &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000100009&lang=pt" 
"S1414-753X2006000100010-scl","Sustentabilidade ambiental, consumo e cidadania","Jacobi, Pedro","Ambiente &amp; Sociedade; 9(1); 183-186","Ambiente &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000100010&lang=pt" 
"S1414-753X2006000100011-scl","Os fundamentos teóricos do capital social","Boeira, Sérgio Luís, Borba, Julian","Ambiente &amp; Sociedade; 9(1); 187-193","Ambiente &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000100011&lang=pt" 
"S1414-753X2006000100012-scl","Riscos e oportunidades das concessões de saneamento à iniciativa privada: estudos de caso no sudeste brasileiro","Lima, Roberval Francisco de","Ambiente &amp; Sociedade; 9(1); 194-196","Ambiente &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000100012&lang=pt" 
"S1414-753X2006000100001-scl","Illegal logging and local democracy: between communitarianism and legal fetishism","Azuela, Antonio","Ambiente &amp; Sociedade; 9(1); 9-22","Ambiente &amp; Sociedade","Inglês","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000100001&lang=pt" 
"S1414-753X2006000100004-scl","Ciências em trânsito, objetos complexos: práticas e discursos socioambientais","Floriani, Dimas","Ambiente &amp; Sociedade; 9(1); 65-80","Ambiente &amp; Sociedade","Português","2006","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2006000100004&lang=pt" 
"S1414-753X2006000200001-sss","Illegal logging and local democracy: between communitarianism and legal fetishism","Azuela, Antonio","Ambiente &amp; sociedade; 2(se); -","Ambiente &amp; sociedade","Inglês","2006","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-753X2006000200001&lang=pt" 
"S1414-753X2006000200002-sss","Use and misuse of the concepts of tradition and property rights in the conservation of natural resources in the atlantic forest (Brazil)","Castro, Fábio de, Siqueira, Andréa D., Brondízio, Eduardo S., Ferreira, Lúcia C.","Ambiente &amp; sociedade; 2(se); -","Ambiente &amp; sociedade","Inglês","2006","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-753X2006000200002&lang=pt" 
"S1414-753X2006000100001-sss","Environmental social science and the distinction between resource use and industrial pollution: reflections on an international comparative study","Yearley, Steven","Ambiente &amp; sociedade; 1(se); -","Ambiente &amp; sociedade","Inglês","2006","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-753X2006000100001&lang=pt" 
"S1414-753X2006000200004-sss","Social capital and institutional performance: methodological and theoretical discussion on the water casin committees in metropolitan São Paulo - Brazil","Jacobi, Pedro R., Monteiro, Fernando","Ambiente &amp; sociedade; 2(se); -","Ambiente &amp; sociedade","Inglês","2006","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-753X2006000200004&lang=pt" 
"S1414-753X2006000200003-sss","Environmental issues, interdisciplinarity, social theory and intellectual production in Latin America","Ferreira, Leila da Costa, Barbosa, Sônia Regina Cal Seixas, Hoefel, João Luiz de Moraes, Guimarães, Roberto, Floriani, Dimas, Tavolaro, Sergio B. F.","Ambiente &amp; sociedade; 2(se); -","Ambiente &amp; sociedade","Inglês","2006","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-753X2006000200003&lang=pt" 
"S1414-753X2006000100002-sss","Multi-stakeholder platforms: integrating society in water resource management?","Warner, Jeroen","Ambiente &amp; sociedade; 1(se); -","Ambiente &amp; sociedade","Inglês","2006","http://socialsciences.scielo.org/scielo.php?script=sci_arttext&pid=S1414-753X2006000100002&lang=pt" 
"S1414-753X2005000200001-scl","Multi-stakeholder platforms: integrating society in water resource management?","Warner, Jeroen","Ambiente &amp; Sociedade; 8(2); 4-28","Ambiente &amp; Sociedade","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000200001&lang=pt" 
"S1414-753X2005000200002-scl","Reflexión teórica sobre la validez de los preceptos de acción social de Max Weber para el análisis del campesinado actual","Lugo Morin, Diosey Ramón","Ambiente &amp; Sociedade; 8(2); 29-36","Ambiente &amp; Sociedade","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000200002&lang=pt" 
"S1414-753X2005000200004-scl","A dialética dos campos sociais na interpretação da problemática ambiental: uma análise crítica a partir de diferentes leituras sobre os problemas ambientais","Gerhardt, Cleyton Henrique, Almeida, Jalcione","Ambiente &amp; Sociedade; 8(2); 53-84","Ambiente &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000200004&lang=pt" 
"S1414-753X2005000200005-scl","Ambiente urbano e percepção da poluição sonora","Lacerda, Adriana Bender Moreira de, Magni, Cristiana, Morata, Thais Catalani, Marques, Jair Mendes, Zannin, Paulo Henrique Trombetta","Ambiente &amp; Sociedade; 8(2); 85-98","Ambiente &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000200005&lang=pt" 
"S1414-753X2005000200006-scl","Descentralização da gestão da água: por que os comitês de bacia estão sendo criados?","Abers, Rebecca, Jorge, Karina Dino","Ambiente &amp; Sociedade; 8(2); 99-124","Ambiente &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000200006&lang=pt" 
"S1414-753X2005000200007-scl","Meio ambiente e comércio na agenda internacional: a questão ambiental nas negociações da OMC e dos blocos econômicos regionais","Queiroz, Fábio Albergaria de","Ambiente &amp; Sociedade; 8(2); 125-146","Ambiente &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000200007&lang=pt" 
"S1414-753X2005000200009-scl","Modelo agrícola e desenvolvimento sustentável: a ocupação do cerrado piauiense","Aguiar, Teresinha de Jesus Alves de, Monteiro, Maria do Socorro Lira","Ambiente &amp; Sociedade; 8(2); 161-178","Ambiente &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000200009&lang=pt" 
"S1414-753X2005000200003-scl","Ética e técnica? Dialogando com Marx, Spengler, Jünger, Heidegger e Jonas","Brüseke, Franz Josef","Ambiente &amp; Sociedade; 8(2); 37-52","Ambiente &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000200003&lang=pt" 
"S1414-753X2005000200010-scl","O país do Amazonas na virada do III milênio na voz de duas mulheres","Schor, Tatiana","Ambiente &amp; Sociedade; 8(2); 179-180","Ambiente &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000200010&lang=pt" 
"S1414-753X2005000200008-scl","Avaliação de impactos ambientais nos países do Mercosul","Rocha, Ednaldo Cândido, Canto, Juliana Lorensi do, Pereira, Pollyanna Cardoso","Ambiente &amp; Sociedade; 8(2); 147-160","Ambiente &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000200008&lang=pt" 
"S1414-753X2005000100001-scl","Apresentação","","Ambiente &amp; Sociedade; 8(1); -","Ambiente &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000100001&lang=pt" 
"S1414-753X2005000100002-scl","Environmental social science and the distinction between resource use and industrial pollution: reflections on an international comparative study","Yearley, Steven","Ambiente &amp; Sociedade; 8(1); 11-26","Ambiente &amp; Sociedade","Inglês","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000100002&lang=pt" 
"S1414-753X2005000100004-scl","Ciências sociais e ambientais rural: principais temas e perspectivas analíticas","Brandenburg, Alfio","Ambiente &amp; Sociedade; 8(1); 51-64","Ambiente &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000100004&lang=pt" 
"S1414-753X2005000100005-scl","Agricultura e alimentação em populações ribeirinhas das várzeas do Amazonas: novas perspectivas","Adams, Cristina, Murrieta, Rui Sérgio S., Sanches, Rosely Alvim","Ambiente &amp; Sociedade; 8(1); 65-86","Ambiente &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000100005&lang=pt" 
"S1414-753X2005000100006-scl","O conceito de bacia de drenagem internacional no contexto do tratado de cooperação amazônica e a questão hídrica na região","Yahn Filho, Armando Gallo","Ambiente &amp; Sociedade; 8(1); 87-100","Ambiente &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000100006&lang=pt" 
"S1414-753X2005000100007-scl","Ilusórias sementes","Almeida Jr, Antonio Ribeiro de, Mattos, Zilda Paes de Barros","Ambiente &amp; Sociedade; 8(1); 101-120","Ambiente &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000100007&lang=pt" 
"S1414-753X2005000100008-scl","Gestão local e meio ambiente","Carvalho, Paulo Gonzaga M. de, Oliveira, Sonia Maria M. C. de, Barcellos, Frederico Cavadas, Assis, Jailson Mangueira","Ambiente &amp; Sociedade; 8(1); 121-140","Ambiente &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000100008&lang=pt" 
"S1414-753X2005000100009-scl","Frederico Carlos Hoehne: a atualidade de um pioneiro no campo da proteção á natureza do Brasil","Franco, José Luiz de Andrade, Drummond, José Augusto","Ambiente &amp; Sociedade; 8(1); 141-166","Ambiente &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000100009&lang=pt" 
"S1414-753X2005000100010-scl","Máximo rio Amazonas: as jóias do tesouro","Val, Vera Maria Fonseca de Almeida e, Ferreira, Nazaré","Ambiente &amp; Sociedade; 8(1); 167-174","Ambiente &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000100010&lang=pt" 
"S1414-753X2005000100011-scl","A bordo do &quot;motor-de-linha&quot; de Victor Leonardi","Schor, Tatiana","Ambiente &amp; Sociedade; 8(1); 175-176","Ambiente &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000100011&lang=pt" 
"S1414-753X2005000100012-scl","A crise da autocomprensão espécie humana","Andrade, Thales de","Ambiente &amp; Sociedade; 8(1); 177-180","Ambiente &amp; Sociedade","Português","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000100012&lang=pt" 
"S1414-753X2005000100003-scl","Desarrollo sustentable - industria: más controversias menos respuestas","Mercado, Alexis, Córdova, Karenia","Ambiente &amp; Sociedade; 8(1); 27-50","Ambiente &amp; Sociedade","Espanhol","2005","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2005000100003&lang=pt" 
"S1414-753X2004000200001-scl","Apresentação","","Ambiente &amp; Sociedade; 7(2); -","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000200001&lang=pt" 
"S1414-753X2004000200002-scl","In memoriam: Frederick H. Buttel (Sociólogo Ambiental)","","Ambiente &amp; Sociedade; 7(2); 9-10","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000200002&lang=pt" 
"S1414-753X2004000200003-scl","The developmental cycle of domestic groups and Amazonian deforestation","Moran, Emilio, McCracken, Stephen","Ambiente &amp; Sociedade; 7(2); 11-44","Ambiente &amp; Sociedade","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000200003&lang=pt" 
"S1414-753X2004000200004-scl","Cultural change and environmentalism: a cross-national approach of mass publics and decision makers","Ester, Peter, Simões, Solange, Vinken, Henk","Ambiente &amp; Sociedade; 7(2); 45-66","Ambiente &amp; Sociedade","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000200004&lang=pt" 
"S1414-753X2004000200005-scl","Concessões privadas de saneamento no Brasil: bom negócio para quem?","Vargas, Marcelo Coutinho, Lima, Roberval Francisco de","Ambiente &amp; Sociedade; 7(2); 67-94","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000200005&lang=pt" 
"S1414-753X2004000200006-scl","Natural hazards: o estudo geográfico dos riscos e perigos","Marandola Jr., Eduardo, Hogan, Daniel Joseph","Ambiente &amp; Sociedade; 7(2); 95-110","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000200006&lang=pt" 
"S1414-753X2004000200007-scl","Organoclorados: um problema de saúde pública","Flores, Araceli Verônica, Ribeiro, Joselito Nardy, Neves, Antonio Augusto, Queiroz, Eliana Lopes Ribeiro de","Ambiente &amp; Sociedade; 7(2); 111-124","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000200007&lang=pt" 
"S1414-753X2004000200008-scl","Produtores rurais e indústria madeireira no Rio de Janeiro do final do século XVIII: evidências empíricas para a região do Vale do Macacu","Cabral, Diogo de Carvalho","Ambiente &amp; Sociedade; 7(2); 125-144","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000200008&lang=pt" 
"S1414-753X2004000200009-scl","Biopoder &amp; regulação da tecnologia: o caráter normativo da análise de risco dos OGMs","Pelaez, Victor","Ambiente &amp; Sociedade; 7(2); 145-158","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000200009&lang=pt" 
"S1414-753X2004000200010-scl","Modelo matemático de dispersão de poluentes na atmosfera: um instrumento técnico para a gestão ambiental","Moreira, Davidson, Tirabassi, Tiziano","Ambiente &amp; Sociedade; 7(2); 159-172","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000200010&lang=pt" 
"S1414-753X2004000200011-scl","The categories of sustainability in local projects the equator prize at WSSD- Johannesburg- 2002","Guilherme, Marcia Lucia","Ambiente &amp; Sociedade; 7(2); 173-196","Ambiente &amp; Sociedade","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000200011&lang=pt" 
"S1414-753X2004000200012-scl","Crescimento sustentável? Não, obrigado","Daly, Herman E.","Ambiente &amp; Sociedade; 7(2); 197-202","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000200012&lang=pt" 
"S1414-753X2004000200013-scl","Dilemas da civilização tecnológica","Ferreira, Pedro Peixoto","Ambiente &amp; Sociedade; 7(2); 203-205","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000200013&lang=pt" 
"S1414-753X2004000200014-scl","Natureza e ecologia na televisão brasileira","Silva, Telma Domingues da","Ambiente &amp; Sociedade; 7(2); 206-210","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000200014&lang=pt" 
"S1414-753X2004000200015-scl","A Re-volta da ecologia política: conflitos ambientais no Brasil","Zhouri, Andréa","Ambiente &amp; Sociedade; 7(2); 211-213","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000200015&lang=pt" 
"S1414-753X2004000200016-scl","Desenvolvimento sustentável: desafio do século XXI","Sachs, Ignacy","Ambiente &amp; Sociedade; 7(2); 214-216","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000200016&lang=pt" 
"S1414-753X2004000100003-scl","Brazil in the context of global governance politics and climate change, 1989-2003","Viola, Eduardo","Ambiente &amp; Sociedade; 7(1); 27-46","Ambiente &amp; Sociedade","Inglês","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000100003&lang=pt" 
"S1414-753X2004000100004-scl","Dimensões humanas da biodiversidade: mudanças sociais e conflitos em torno de áreas protegidas no Vale do Ribeira, SP, Brasil","Ferreira, Lúcia da Costa","Ambiente &amp; Sociedade; 7(1); 47-66","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000100004&lang=pt" 
"S1414-753X2004000100005-scl","Desenvolvimento sustentável: uma descrição das principais ferramentas de avaliação","Van Bellen, Hans Michael","Ambiente &amp; Sociedade; 7(1); 67-87","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000100005&lang=pt" 
"S1414-753X2004000100007-scl","Identidade social e dores da alma entre pescadores artesanais em Itaipu, RJ","Barbosa, Sônia Regina da Cal Seixas","Ambiente &amp; Sociedade; 7(1); 107-131","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000100007&lang=pt" 
"S1414-753X2004000100008-scl","Saúde e ambiente: as doenças emergentes no Brasil","Pignatti, Marta G.","Ambiente &amp; Sociedade; 7(1); 133-147","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000100008&lang=pt" 
"S1414-753X2004000100009-scl","Uma tentativa de caracterização da economia ecológica","Cavalcanti, Clóvis","Ambiente &amp; Sociedade; 7(1); 149-156","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000100009&lang=pt" 
"S1414-753X2004000100010-scl","Verificando a viabilidade do PDS São Salvador no estado do Acre","Guerra, Raissa","Ambiente &amp; Sociedade; 7(1); 157-167","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000100010&lang=pt" 
"S1414-753X2004000100011-scl","II Encontro da ANPPAS","Jacobi, Pedro, Ferreira, Lúcia da Costa, Barbosa, Sonia Regina da Cal Seixas","Ambiente &amp; Sociedade; 7(1); 169-171","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000100011&lang=pt" 
"S1414-753X2004000100006-scl","Inovação tecnológica e meio ambiente: a construção de novos enfoques","Andrade, Thales de","Ambiente &amp; Sociedade; 7(1); 89-105","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000100006&lang=pt" 
"S1414-753X2004000100001-scl","Apresentação","","Ambiente &amp; Sociedade; 7(1); -","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000100001&lang=pt" 
"S1414-753X2004000100002-scl","Ecologizando edifícios transnacionais: entre fluxos globais e espaços locais","Presas, Luciana Melchert Saguas, Mol, Arthur P.J.","Ambiente &amp; Sociedade; 7(1); 9-25","Ambiente &amp; Sociedade","Português","2004","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2004000100002&lang=pt" 
"S1414-753X2003000300001-scl","Apresentação","","Ambiente &amp; Sociedade; 6(2); -","Ambiente &amp; Sociedade","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2003000300001&lang=pt" 
"S1414-753X2003000300002-scl","Desarrollo desigual y combinado y crisis ecológica","O&#039;Connor, James","Ambiente &amp; Sociedade; 6(2); 9-23","Ambiente &amp; Sociedade","Espanhol","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2003000300002&lang=pt" 
"S1414-753X2003000300003-scl","Adesão voluntária e comportamento ambiental de empresas transnacionais do setor químico no Brasil","Kleba, John","Ambiente &amp; Sociedade; 6(2); 25-45","Ambiente &amp; Sociedade","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2003000300003&lang=pt" 
"S1414-753X2003000300004-scl","Monopólio, conflito e participação na gestão dos recursos hídricos","Victorino, Valério Igor P.","Ambiente &amp; Sociedade; 6(2); 47-62","Ambiente &amp; Sociedade","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2003000300004&lang=pt" 
"S1414-753X2003000300005-scl","Os supermercados na oferta de alimentos orgânicos: apelando ao estilo de vida ego-trip","Guivant, Julia S.","Ambiente &amp; Sociedade; 6(2); 63-81","Ambiente &amp; Sociedade","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2003000300005&lang=pt" 
"S1414-753X2003000300006-scl","Conflito ambiental em águas costeiras: relação porto - cidade no Canal de São Sebastião","Cunha, Ícaro","Ambiente &amp; Sociedade; 6(2); 83-98","Ambiente &amp; Sociedade","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2003000300006&lang=pt" 
"S1414-753X2003000300007-scl","O discurso da sustentabilidade e suas implicações para a educação","Lima, Gustavo da Costa","Ambiente &amp; Sociedade; 6(2); 99-119","Ambiente &amp; Sociedade","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2003000300007&lang=pt" 
"S1414-753X2003000300008-scl","Recursos hídricos e cidadania no Brasil: limites, alternativas e desafios","Machado, Carlos José Saldanha","Ambiente &amp; Sociedade; 6(2); 121-136","Ambiente &amp; Sociedade","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2003000300008&lang=pt" 
"S1414-753X2003000300009-scl","Políticas públicas e manejo comunitário de recursos naturais na Amazônia","Benatti, José Heder, McGrath, David G., Oliveira, Ana Cristina Mendes de","Ambiente &amp; Sociedade; 6(2); 137-154","Ambiente &amp; Sociedade","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2003000300009&lang=pt" 
"S1414-753X2003000300010-scl","Trajetórias e perspectivas da interdisciplinaridade ambiental na pós-graduação brasileira","Rocha, Paulo Ernesto Diaz","Ambiente &amp; Sociedade; 6(2); 155-182","Ambiente &amp; Sociedade","Português","2003","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2003000300010&lang=pt" 
